,GPS,NFC,audio_jack,battery,radio
4418,No,,No,950.0,Yes
4419,No,,No,930.0,Yes
4420,No,,No,950.0,Yes
4421,No,,No,950.0,Yes
4422,No,,No,950.0,Yes
4423,Yes,,No,930.0,Yes
4424,No,,No,950.0,Yes
4425,No,,No,950.0,Yes
4426,No,,Yes,930.0,Yes
4427,No,,No,770.0,Yes
4428,No,,No,950.0,Yes
4429,Yes,,No,950.0,Yes
4430,No,,No,930.0,Yes
4431,Yes,,Yes,1500.0,Yes
4432,No,,No,950.0,Yes
4433,No,,No,950.0,Yes
4434,No,,No,950.0,Yes
4435,No,,No,930.0,Yes
4436,No,,No,930.0,Yes
4437,Yes,,No,950.0,Yes
4438,No,,No,930.0,Yes
4439,No,,No,780.0,Yes
4440,No,,No,780.0,Yes
4441,No,,No,930.0,Yes
4442,No,,No,,Yes
4443,Yes,,No,930.0,Yes
4444,No,,No,930.0,Yes
4445,No,,No,780.0,Yes
4446,No,,No,950.0,Yes
4447,No,,No,950.0,Yes
4448,No,,No,930.0,Yes
4449,No,,No,,Yes
4450,No,,No,930.0,Yes
4451,No,,No,930.0,Yes
4452,No,,No,900.0,Yes
4453,No,,No,930.0,Yes
4454,No,,No,950.0,Yes
4455,No,,No,,Yes
4456,No,,No,,No
4457,No,,No,,No
4458,No,,No,950.0,Yes
4459,No,,No,930.0,Yes
4460,No,,No,930.0,No
4461,No,,No,,Yes
4462,No,,No,930.0,Yes
4463,No,,No,930.0,Yes
4464,No,,No,,Yes
4465,No,,No,950.0,No
4466,No,,No,950.0,Yes
4467,No,,No,950.0,Yes
4468,No,,No,950.0,Yes
4469,No,,No,900.0,Yes
4470,No,,No,900.0,No
4471,No,,No,,Yes
4472,No,,No,,No
4473,No,,No,950.0,Yes
4474,No,,No,,No
4475,No,,No,,Yes
4476,No,,No,780.0,No
4477,No,,No,900.0,Yes
4478,No,,No,750.0,No
4479,No,,No,,Yes
4480,No,,No,950.0,No
4481,No,,No,,No
4482,No,,No,950.0,Yes
4483,No,,No,900.0,Yes
4484,No,,No,900.0,Yes
4485,No,,No,750.0,Yes
4486,No,,No,,Yes
4487,No,,No,,No
4488,No,,No,900.0,Yes
4489,No,,No,900.0,Yes
4490,No,,No,900.0,Yes
4491,No,,No,900.0,No
4492,No,,No,,Yes
4493,No,,No,750.0,No
4494,No,,No,,No
4495,No,,No,900.0,Yes
4496,No,,No,900.0,No
4497,No,,No,,No
4498,No,,No,900.0,No
4499,No,,No,,No
4500,No,,No,900.0,Yes
4501,No,,No,900.0,Yes
4502,No,,No,,No
4503,No,,No,900.0,Yes
4504,No,,No,,No
4505,No,,No,900.0,Yes
4506,No,,No,,Yes
4507,No,,No,900.0,No
4508,No,,No,670.0,No
4509,No,,No,900.0,Yes
4510,No,,No,900.0,Yes
4511,No,,No,900.0,Yes
4512,No,,No,900.0,Yes
4513,No,,No,750.0,No
4514,No,,No,900.0,Yes
4515,No,,No,670.0,No
4516,No,,No,670.0,No
4517,No,,No,700.0,No
4518,Yes,,Yes,1700.0,Yes
4519,Yes,,Yes,1800.0,Yes
4520,Yes,,Yes,1500.0,Yes
4521,Yes,,Yes,1400.0,Yes
4522,Yes,,Yes,1350.0,Yes
4523,Yes,,Yes,1800.0,Yes
4524,Yes,,Yes,1450.0,Yes
4525,Yes,,Yes,1700.0,Yes
4526,No,,Yes,1400.0,Yes
4527,Yes,,Yes,1500.0,Yes
4528,Yes,,Yes,2500.0,Yes
4529,Yes,,Yes,2100.0,Yes
4530,Yes,,Yes,1730.0,Yes
4531,Yes,,Yes,1400.0,Yes
4532,Yes,,Yes,1400.0,Yes
4533,Yes,,Yes,1450.0,Yes
4534,Yes,,Yes,2100.0,Yes
4535,Yes,,Yes,2000.0,Yes
4536,Yes,,Yes,2100.0,Yes
4537,Yes,,Yes,2100.0,Yes
4538,Yes,,Yes,1700.0,Yes
4539,Yes,,Yes,1500.0,Yes
4540,Yes,,Yes,1300.0,Yes
4541,Yes,,Yes,1500.0,Yes
4542,Yes,,Yes,3000.0,Yes
4543,Yes,,Yes,2100.0,Yes
4544,Yes,,Yes,2550.0,Yes
4545,Yes,,Yes,2550.0,Yes
4546,No,,Yes,7600.0,No
4547,Yes,,Yes,1700.0,Yes
4548,Yes,,Yes,2400.0,Yes
4549,Yes,,,1400.0,Yes
4550,No,,,1200.0,Yes
4551,No,,,1000.0,Yes
4552,No,,,1000.0,Yes
4553,No,,,1000.0,Yes
4554,No,,,1000.0,Yes
4555,No,,,950.0,Yes
4556,No,,No,1800.0,Yes
4557,No,,No,1800.0,Yes
4558,No,,No,1800.0,Yes
4559,No,,No,2200.0,Yes
4560,No,,No,1500.0,Yes
4561,No,,No,1800.0,Yes
4562,Yes,,Yes,1420.0,Yes
4563,Yes,,Yes,2000.0,Yes
4564,No,,Yes,1150.0,Yes
4565,No,,,1200.0,Yes
4566,Yes,,Yes,1000.0,Yes
4567,Yes,,Yes,1500.0,Yes
4568,No,,Yes,1400.0,Yes
4569,No,,No,1200.0,Yes
4570,No,,Yes,1000.0,Yes
4571,No,,,1200.0,Yes
4572,No,,Yes,950.0,Yes
4573,No,,Yes,1000.0,Yes
4574,No,,,1000.0,Yes
4575,No,,No,1800.0,Yes
4576,No,,No,1000.0,Yes
4577,No,,No,1000.0,Yes
4578,Yes,,Yes,4200.0,No
4579,Yes,,Yes,1400.0,Yes
4580,No,,Yes,1000.0,Yes
4581,Yes,,Yes,1000.0,Yes
4582,Yes,,Yes,1200.0,Yes
4583,No,,No,1200.0,Yes
4584,No,,Yes,1200.0,Yes
4585,No,,No,1100.0,Yes
4586,No,,No,1200.0,Yes
4587,No,,No,1000.0,Yes
4588,No,,No,1150.0,Yes
4589,No,,No,1000.0,Yes
4590,No,,Yes,1200.0,Yes
4591,No,,No,1000.0,Yes
4592,No,,No,1100.0,Yes
4593,No,,Yes,1000.0,Yes
4594,No,,No,,Yes
4595,Yes,,No,,No
4596,No,,No,1000.0,Yes
4597,No,,No,1500.0,Yes
4598,No,,No,1000.0,Yes
4599,No,,No,900.0,No
4600,No,,No,1000.0,Yes
4601,No,,No,1000.0,Yes
4602,No,,No,1200.0,Yes
4603,No,,No,1000.0,Yes
4604,No,,No,880.0,Yes
4605,No,,No,1000.0,Yes
4606,No,,No,,Yes
4607,No,,No,1000.0,Yes
4608,No,,No,1200.0,Yes
4609,No,,No,1000.0,Yes
4610,No,,No,780.0,Yes
4611,No,,No,,Yes
4612,No,,No,1500.0,Yes
4613,No,,No,700.0,Yes
4614,No,,No,750.0,Yes
4615,No,,No,750.0,Yes
4616,No,,No,1350.0,No
4617,No,,No,1300.0,Yes
4618,No,,No,,Yes
4619,Yes,,Yes,1750.0,Yes
4620,Yes,,Yes,1500.0,No
4621,Yes,,Yes,1500.0,No
4622,Yes,,Yes,1500.0,No
4623,Yes,,Yes,1400.0,No
4624,Yes,,Yes,2000.0,Yes
4625,Yes,,Yes,1520.0,Yes
4626,Yes,,Yes,1500.0,Yes
4627,Yes,,Yes,7000.0,No
4628,Yes,,Yes,1500.0,Yes
4629,Yes,,Yes,1500.0,No
4630,Yes,,Yes,,No
4631,Yes,,Yes,1500.0,Yes
4632,Yes,,Yes,1500.0,Yes
4633,No,,No,,Yes
4634,Yes,,Yes,1200.0,Yes
4635,Yes,,Yes,1400.0,Yes
4636,Yes,,Yes,1300.0,Yes
4637,Yes,,Yes,1300.0,No
4638,Yes,,No,1150.0,No
4639,Yes,,Yes,1340.0,No
4640,Yes,,Yes,1230.0,Yes
4641,Yes,,No,1150.0,No
4642,Yes,,No,1500.0,No
4643,No,,No,800.0,Yes
4644,Yes,,Yes,1350.0,No
4645,Yes,,No,1500.0,No
4646,Yes,,No,1340.0,No
4647,Yes,,Yes,1250.0,No
4648,No,,No,1100.0,No
4649,Yes,,No,1150.0,No
4650,No,,No,920.0,No
4651,No,,No,1130.0,No
4652,No,,No,1540.0,No
4653,,,Yes,3514.0,No
4654,No,,Yes,3514.0,No
4655,Yes,,Yes,8919.0,No
4656,Yes,,Yes,8919.0,No
4657,Yes,,Yes,6757.0,No
4658,Yes,,Yes,6757.0,No
4659,Yes,,Yes,10270.0,No
4660,Yes,,Yes,6757.0,No
4661,Yes,,Yes,4054.0,No
4662,Yes,,Yes,,No
4663,Yes,,Yes,4054.0,No
4664,Yes,,Yes,1460.0,Yes
4665,Yes,,Yes,,No
4666,Yes,,No,1000.0,No
4667,Yes,,No,1530.0,Yes
4668,Yes,,No,1320.0,No
4669,No,,No,600.0,No
4670,Yes,,No,1050.0,No
4671,No,,No,1320.0,No
4672,No,,No,1200.0,No
4673,Yes,Yes,Yes,3160.0,No
4674,Yes,Yes,Yes,2275.0,No
4675,Yes,Yes,Yes,2275.0,No
4676,Yes,Yes,Yes,1800.0,No
4677,Yes,,Yes,,No
4678,Yes,,Yes,1200.0,
4679,Yes,,Yes,1500.0,Yes
4680,Yes,,No,1000.0,No
4681,No,,No,,No
4682,No,,No,950.0,No
4683,No,,No,,No
4684,No,,No,,No
4685,No,,No,780.0,No
4686,No,,No,950.0,No
4687,Yes,,Yes,2200.0,
4688,Yes,,Yes,2500.0,
4689,Yes,,Yes,2600.0,Yes
4690,Yes,,Yes,1850.0,Yes
4691,Yes,,Yes,2600.0,Yes
4692,Yes,,Yes,1800.0,Yes
4693,Yes,,Yes,1700.0,Yes
4694,No,,Yes,800.0,Yes
4695,Yes,,Yes,1650.0,Yes
4696,Yes,,Yes,1900.0,Yes
4697,Yes,,Yes,2100.0,Yes
4698,Yes,,Yes,1400.0,Yes
4699,Yes,,Yes,1450.0,Yes
4700,No,,No,900.0,Yes
4701,No,,Yes,1200.0,Yes
4702,Yes,,Yes,2000.0,Yes
4703,Yes,,Yes,2500.0,Yes
4704,Yes,,Yes,3000.0,Yes
4705,Yes,,Yes,1900.0,Yes
4706,Yes,,Yes,2730.0,Yes
4707,Yes,,Yes,3160.0,No
4708,Yes,,Yes,3000.0,Yes
4709,Yes,Yes,Yes,4080.0,No
4710,Yes,,Yes,4000.0,No
4711,Yes,,Yes,3050.0,No
4712,Yes,,Yes,3000.0,Yes
4713,Yes,,Yes,4000.0,No
4714,Yes,,Yes,3000.0,No
4715,Yes,,Yes,3000.0,Yes
4716,Yes,,Yes,2550.0,Yes
4717,Yes,,Yes,3000.0,Yes
4718,Yes,,Yes,2400.0,Yes
4719,Yes,Yes,Yes,3600.0,Yes
4720,Yes,Yes,Yes,3600.0,Yes
4721,Yes,,Yes,2350.0,Yes
4722,Yes,,Yes,2100.0,Yes
4723,Yes,,Yes,4150.0,
4724,Yes,,Yes,2300.0,
4725,Yes,,Yes,2300.0,No
4726,Yes,,Yes,2100.0,Yes
4727,Yes,,Yes,1900.0,Yes
4728,No,,No,710.0,No
4729,No,,No,,No
4730,No,,No,,No
4731,Yes,Yes,Yes,2400.0,
4732,Yes,,Yes,5830.0,No
4733,Yes,,Yes,2000.0,
4734,Yes,Yes,Yes,3000.0,
4735,Yes,,Yes,2960.0,Yes
4736,Yes,Yes,Yes,2540.0,Yes
4737,Yes,,Yes,1400.0,Yes
4738,Yes,,Yes,1780.0,Yes
4739,Yes,,Yes,3000.0,Yes
4740,Yes,,Yes,4600.0,No
4741,Yes,,Yes,,Yes
4742,Yes,,Yes,1400.0,Yes
4743,Yes,Yes,Yes,1880.0,
4744,Yes,Yes,Yes,3000.0,Yes
4745,Yes,Yes,Yes,1880.0,Yes
4746,Yes,,Yes,1400.0,Yes
4747,Yes,,Yes,,Yes
4748,Yes,Yes,Yes,1500.0,Yes
4749,Yes,,Yes,6340.0,No
4750,Yes,,Yes,3550.0,No
4751,Yes,,Yes,1200.0,Yes
4752,Yes,,Yes,,No
4753,Yes,,Yes,3400.0,No
4754,No,,No,,Yes
4755,No,,Yes,1000.0,Yes
4756,Yes,,Yes,,Yes
4757,Yes,,Yes,1200.0,Yes
4758,No,,No,,Yes
4759,No,,No,,Yes
4760,No,,No,,Yes
4761,No,,No,500.0,Yes
4762,No,,No,500.0,No
4763,No,,No,700.0,Yes
4764,Yes,,Yes,1500.0,Yes
4765,No,,No,750.0,Yes
4766,No,,No,,No
4767,Yes,,Yes,1800.0,Yes
4768,Yes,,Yes,2000.0,Yes
4769,Yes,,Yes,1300.0,Yes
4770,Yes,,Yes,2500.0,Yes
4771,Yes,,Yes,2350.0,No
4772,Yes,,Yes,2000.0,Yes
4773,Yes,,Yes,2000.0,No
4774,Yes,,Yes,2350.0,Yes
4775,Yes,Yes,Yes,5300.0,
4776,Yes,,Yes,4100.0,Yes
4777,Yes,Yes,No,3350.0,No
4778,Yes,,Yes,6600.0,
4779,Yes,,Yes,2860.0,Yes
4780,Yes,,Yes,4100.0,Yes
4781,Yes,,Yes,4100.0,Yes
4782,Yes,,Yes,3120.0,Yes
4783,Yes,,Yes,4100.0,Yes
4784,Yes,,Yes,4100.0,Yes
4785,Yes,Yes,Yes,4400.0,No
4786,Yes,Yes,Yes,4070.0,No
4787,Yes,Yes,Yes,3800.0,No
4788,Yes,Yes,Yes,3200.0,No
4789,Yes,,Yes,4100.0,Yes
4790,Yes,,Yes,4050.0,Yes
4791,Yes,,Yes,4100.0,Yes
4792,Yes,,Yes,4100.0,Yes
4793,Yes,,Yes,4100.0,Yes
4794,Yes,,Yes,4100.0,Yes
4795,Yes,Yes,Yes,3000.0,No
4796,Yes,,Yes,4850.0,Yes
4797,Yes,,Yes,3260.0,No
4798,Yes,,Yes,4050.0,Yes
4799,Yes,,Yes,4100.0,Yes
4800,Yes,,Yes,3100.0,Yes
4801,No,,Yes,6190.0,No
4802,Yes,,Yes,4000.0,Yes
4803,Yes,,Yes,3080.0,No
4804,Yes,,Yes,3060.0,Yes
4805,Yes,,Yes,2200.0,Yes
4806,Yes,,Yes,3120.0,Yes
4807,Yes,,Yes,3000.0,No
4808,Yes,,Yes,3000.0,No
4809,Yes,,Yes,2200.0,
4810,Yes,,Yes,2200.0,Yes
4811,Yes,,Yes,3080.0,Yes
4812,Yes,,Yes,3100.0,Yes
4813,Yes,,Yes,3080.0,Yes
4814,No,,Yes,6700.0,No
4815,Yes,,Yes,3100.0,Yes
4816,Yes,Yes,Yes,3050.0,Yes
4817,Yes,,Yes,2000.0,Yes
4818,Yes,,Yes,2000.0,Yes
4819,Yes,,Yes,2000.0,Yes
4820,Yes,,Yes,2000.0,Yes
4821,Yes,,Yes,1930.0,No
4822,Yes,,Yes,2400.0,Yes
4823,Yes,,Yes,3200.0,Yes
4824,Yes,,Yes,2100.0,Yes
4825,Yes,,Yes,1800.0,Yes
4826,Yes,,Yes,2500.0,Yes
4827,Yes,,Yes,2200.0,Yes
4828,Yes,,Yes,2500.0,Yes
4829,Yes,,Yes,2600.0,Yes
4830,Yes,,Yes,2100.0,Yes
4831,Yes,,Yes,2500.0,Yes
4832,Yes,,Yes,2100.0,Yes
4833,Yes,,Yes,1700.0,Yes
4834,Yes,,Yes,2500.0,Yes
4835,Yes,,Yes,2100.0,Yes
4836,Yes,,Yes,2300.0,Yes
4837,Yes,,Yes,1920.0,Yes
4838,Yes,,Yes,1800.0,Yes
4839,Yes,,Yes,1400.0,Yes
4840,Yes,,Yes,2250.0,Yes
4841,Yes,,Yes,1400.0,Yes
4842,Yes,,Yes,3000.0,Yes
4843,Yes,,Yes,1400.0,Yes
4844,Yes,,Yes,2250.0,No
4845,Yes,,Yes,2000.0,Yes
4846,Yes,,Yes,1800.0,Yes
4847,Yes,,Yes,4000.0,Yes
4848,Yes,,Yes,2000.0,Yes
4849,Yes,,Yes,1810.0,Yes
4850,Yes,,Yes,4100.0,No
4851,Yes,,Yes,1450.0,Yes
4852,Yes,,Yes,2100.0,Yes
4853,Yes,,Yes,1400.0,Yes
4854,Yes,,Yes,2600.0,Yes
4855,Yes,,Yes,1800.0,Yes
4856,Yes,,Yes,1900.0,Yes
4857,Yes,,Yes,1500.0,Yes
4858,Yes,,Yes,2400.0,Yes
4859,Yes,,Yes,4000.0,No
4860,Yes,,Yes,4000.0,Yes
4861,Yes,,Yes,2500.0,Yes
4862,Yes,,Yes,1400.0,Yes
4863,Yes,,Yes,2000.0,No
4864,Yes,,Yes,2000.0,Yes
4865,Yes,,Yes,1900.0,Yes
4866,Yes,,Yes,2000.0,Yes
4867,Yes,,Yes,1500.0,Yes
4868,Yes,,Yes,2100.0,Yes
4869,Yes,,Yes,2100.0,Yes
4870,Yes,,Yes,2400.0,Yes
4871,Yes,,Yes,2000.0,Yes
4872,Yes,Yes,Yes,2500.0,Yes
4873,Yes,,Yes,1800.0,No
4874,Yes,,Yes,3000.0,Yes
4875,Yes,,Yes,2000.0,Yes
4876,Yes,,Yes,3000.0,Yes
4877,Yes,,Yes,4000.0,Yes
4878,Yes,,Yes,4000.0,Yes
4879,Yes,,Yes,3000.0,Yes
4880,Yes,,Yes,2000.0,Yes
4881,Yes,,Yes,2230.0,Yes
4882,Yes,,Yes,2500.0,Yes
4883,Yes,,Yes,2500.0,Yes
4884,Yes,,No,500.0,No
4885,Yes,Yes,No,3200.0,No
4886,Yes,Yes,Yes,3400.0,
4887,Yes,,Yes,3990.0,Yes
4888,Yes,Yes,Yes,2950.0,Yes
4889,Yes,,Yes,3000.0,Yes
4890,Yes,,Yes,2500.0,Yes
4891,Yes,,Yes,5000.0,Yes
4892,Yes,Yes,Yes,3000.0,
4893,Yes,Yes,Yes,3140.0,Yes
4894,Yes,,Yes,2730.0,Yes
4895,Yes,,Yes,4100.0,No
4896,Yes,,Yes,3000.0,No
4897,Yes,Yes,Yes,3000.0,Yes
4898,Yes,Yes,Yes,2705.0,No
4899,Yes,,Yes,3000.0,
4900,Yes,,Yes,3400.0,Yes
4901,Yes,,Yes,5000.0,Yes
4902,Yes,,Yes,4000.0,Yes
4903,Yes,Yes,Yes,3250.0,No
4904,Yes,Yes,Yes,3000.0,No
4905,Yes,,Yes,1400.0,Yes
4906,Yes,,Yes,3400.0,
4907,Yes,,Yes,2800.0,Yes
4908,Yes,,Yes,2150.0,Yes
4909,Yes,,Yes,3000.0,Yes
4910,Yes,,Yes,4000.0,Yes
4911,Yes,,Yes,2540.0,Yes
4912,Yes,,Yes,2500.0,Yes
4913,Yes,,Yes,2500.0,Yes
4914,Yes,,Yes,2500.0,Yes
4915,Yes,,Yes,2200.0,Yes
4916,Yes,,Yes,3080.0,
4917,Yes,,Yes,2300.0,
4918,Yes,,Yes,3000.0,Yes
4919,Yes,Yes,Yes,3000.0,Yes
4920,Yes,,Yes,2500.0,Yes
4921,Yes,,Yes,2800.0,No
4922,Yes,,Yes,3000.0,No
4923,Yes,Yes,Yes,3000.0,
4924,Yes,,Yes,2200.0,Yes
4925,Yes,Yes,Yes,3000.0,No
4926,Yes,,Yes,3400.0,
4927,Yes,Yes,Yes,3000.0,Yes
4928,Yes,,Yes,1800.0,
4929,Yes,,Yes,2480.0,
4930,Yes,,Yes,2000.0,Yes
4931,Yes,,Yes,2100.0,
4932,Yes,,Yes,2200.0,Yes
4933,Yes,Yes,Yes,2900.0,Yes
4934,Yes,,Yes,3000.0,Yes
4935,Yes,Yes,Yes,2900.0,
4936,Yes,,Yes,2900.0,Yes
4937,Yes,,Yes,3100.0,
4938,Yes,,Yes,2000.0,
4939,Yes,,Yes,2000.0,Yes
4940,Yes,,Yes,1850.0,Yes
4941,Yes,,Yes,1200.0,Yes
4942,Yes,,Yes,2400.0,
4943,Yes,,Yes,2400.0,Yes
4944,Yes,,Yes,2400.0,
4945,Yes,,Yes,2000.0,Yes
4946,Yes,,Yes,2500.0,Yes
4947,Yes,,Yes,3400.0,Yes
4948,Yes,,Yes,2300.0,Yes
4949,Yes,,Yes,2300.0,Yes
4950,Yes,,Yes,1850.0,Yes
4951,Yes,,Yes,2000.0,Yes
4952,Yes,Yes,Yes,3000.0,Yes
4953,Yes,Yes,Yes,3100.0,Yes
4954,Yes,,Yes,2300.0,Yes
4955,Yes,,Yes,2000.0,Yes
4956,Yes,,Yes,1400.0,Yes
4957,Yes,,Yes,2000.0,Yes
4958,Yes,,Yes,2300.0,
4959,Yes,Yes,Yes,4250.0,Yes
4960,Yes,,Yes,1400.0,Yes
4961,Yes,,Yes,3100.0,Yes
4962,Yes,,Yes,2300.0,Yes
4963,Yes,,Yes,2000.0,Yes
4964,Yes,,Yes,2300.0,Yes
4965,Yes,Yes,Yes,2070.0,No
4966,Yes,Yes,Yes,2000.0,Yes
4967,Yes,,Yes,1650.0,No
4968,Yes,,Yes,2500.0,No
4969,Yes,Yes,Yes,2500.0,No
4970,Yes,,Yes,2000.0,
4971,Yes,Yes,Yes,2500.0,Yes
4972,Yes,,Yes,1600.0,Yes
4973,Yes,,Yes,3200.0,Yes
4974,Yes,,Yes,1600.0,
4975,Yes,,Yes,1500.0,No
4976,Yes,Yes,Yes,1780.0,Yes
4977,Yes,,Yes,1730.0,No
4978,Yes,,Yes,1650.0,
4979,Yes,,Yes,1200.0,Yes
4980,Yes,,Yes,1500.0,No
4981,Yes,Yes,Yes,2300.0,Yes
4982,Yes,Yes,Yes,1780.0,
4983,Yes,,Yes,1800.0,Yes
4984,Yes,,Yes,1600.0,Yes
4985,Yes,Yes,Yes,1650.0,Yes
4986,Yes,,Yes,1900.0,Yes
4987,Yes,,Yes,1600.0,Yes
4988,Yes,Yes,Yes,1600.0,Yes
4989,Yes,Yes,No,1400.0,Yes
4990,Yes,,Yes,1650.0,Yes
4991,Yes,Yes,Yes,1200.0,Yes
4992,Yes,,Yes,4000.0,No
4993,Yes,,Yes,3400.0,No
4994,Yes,,Yes,1000.0,No
4995,Yes,,Yes,1400.0,Yes
4996,Yes,,Yes,1200.0,No
4997,Yes,,Yes,1800.0,No
4998,Yes,,Yes,3400.0,No
4999,Yes,,Yes,1400.0,
5000,Yes,,Yes,,Yes
5001,Yes,Yes,Yes,1100.0,Yes
5002,Yes,,Yes,,Yes
5003,Yes,,Yes,1250.0,Yes
5004,No,,No,,No
5005,Yes,,Yes,1100.0,Yes
