,GPS,NFC,audio_jack,battery,radio
2188,Yes,,Yes,3000.0,Yes
2189,Yes,,Yes,3000.0,Yes
2190,Yes,,Yes,2100.0,Yes
2191,Yes,,Yes,2500.0,Yes
2192,Yes,,Yes,2000.0,Yes
2193,Yes,,Yes,2500.0,Yes
2194,Yes,,Yes,2900.0,Yes
2195,Yes,,Yes,2500.0,Yes
2196,Yes,,Yes,1200.0,Yes
2197,Yes,,Yes,2800.0,Yes
2198,Yes,,Yes,2000.0,Yes
2199,Yes,,Yes,4000.0,No
2200,Yes,,Yes,2260.0,Yes
2201,Yes,,Yes,1700.0,Yes
2202,Yes,,Yes,3000.0,Yes
2203,Yes,,Yes,2400.0,Yes
2204,Yes,,Yes,2000.0,Yes
2205,Yes,,Yes,2820.0,Yes
2206,Yes,,Yes,2000.0,Yes
2207,Yes,,Yes,1200.0,Yes
2208,Yes,,Yes,3000.0,Yes
2209,Yes,,Yes,1450.0,Yes
2210,Yes,,Yes,1800.0,Yes
2211,Yes,,Yes,1700.0,Yes
2212,Yes,,Yes,1300.0,Yes
2213,Yes,,Yes,2000.0,Yes
2214,Yes,,Yes,4400.0,No
2215,Yes,,Yes,3200.0,Yes
2216,Yes,,Yes,2300.0,Yes
2217,Yes,,Yes,3000.0,Yes
2218,Yes,,Yes,1900.0,Yes
2219,Yes,,Yes,1950.0,Yes
2220,Yes,,Yes,2000.0,Yes
2221,Yes,,Yes,1700.0,Yes
2222,Yes,,Yes,2500.0,Yes
2223,Yes,,Yes,1500.0,Yes
2224,Yes,,Yes,2000.0,Yes
2225,Yes,,Yes,2350.0,Yes
2226,Yes,,Yes,2000.0,Yes
2227,Yes,,Yes,1750.0,Yes
2228,Yes,,Yes,2300.0,Yes
2229,Yes,,Yes,2000.0,Yes
2230,Yes,,Yes,1500.0,
2231,Yes,,Yes,2100.0,Yes
2232,Yes,,Yes,2000.0,Yes
2233,Yes,,Yes,1900.0,Yes
2234,No,,,3000.0,Yes
2235,Yes,,Yes,2000.0,Yes
2236,Yes,,Yes,2000.0,Yes
2237,Yes,,Yes,2500.0,Yes
2238,No,,Yes,1600.0,Yes
2239,No,,Yes,2800.0,Yes
2240,No,,Yes,1800.0,Yes
2241,No,,No,1750.0,Yes
2242,Yes,,Yes,1900.0,Yes
2243,No,,Yes,1500.0,Yes
2244,No,,Yes,1500.0,Yes
2245,No,,Yes,1500.0,Yes
2246,Yes,,Yes,2350.0,Yes
2247,Yes,,Yes,1800.0,Yes
2248,Yes,,Yes,1800.0,Yes
2249,Yes,,Yes,2450.0,Yes
2250,Yes,,Yes,2000.0,Yes
2251,Yes,,Yes,1500.0,Yes
2252,Yes,,Yes,3000.0,Yes
2253,Yes,,Yes,2000.0,Yes
2254,Yes,,Yes,2000.0,Yes
2255,Yes,,Yes,4800.0,Yes
2256,Yes,,Yes,2000.0,Yes
2257,Yes,,Yes,2000.0,Yes
2258,Yes,,Yes,1500.0,Yes
2259,No,,Yes,1850.0,Yes
2260,Yes,,Yes,1500.0,Yes
2261,Yes,,Yes,2600.0,Yes
2262,Yes,,Yes,2000.0,Yes
2263,Yes,,Yes,2000.0,Yes
2264,Yes,,Yes,1800.0,Yes
2265,Yes,,Yes,2000.0,Yes
2266,No,,Yes,,Yes
2267,No,,Yes,,Yes
2268,No,,Yes,,Yes
2269,No,,Yes,,Yes
2270,No,,Yes,,Yes
2271,No,,Yes,,Yes
2272,No,,Yes,,Yes
2273,Yes,,Yes,2100.0,Yes
2274,No,,Yes,3000.0,Yes
2275,No,,Yes,3000.0,No
2276,No,,Yes,,No
2277,No,,Yes,3000.0,Yes
2278,Yes,,Yes,,Yes
2279,Yes,,Yes,,Yes
2280,Yes,,Yes,,Yes
2281,No,,Yes,,Yes
2282,No,,Yes,1500.0,Yes
2283,No,,Yes,,Yes
2284,No,,Yes,,Yes
2285,Yes,,Yes,2000.0,Yes
2286,Yes,,Yes,2000.0,Yes
2287,Yes,,Yes,2100.0,Yes
2288,Yes,,Yes,2000.0,Yes
2289,Yes,,Yes,1450.0,Yes
2290,Yes,,Yes,1400.0,Yes
2291,Yes,,Yes,1400.0,Yes
2292,No,,Yes,4000.0,No
2293,,,Yes,2800.0,No
2294,No,,Yes,5600.0,No
2295,Yes,,Yes,2000.0,Yes
2296,Yes,,Yes,1600.0,Yes
2297,Yes,,Yes,1600.0,Yes
2298,Yes,,Yes,1630.0,No
2299,Yes,,Yes,2500.0,No
2300,No,,Yes,1200.0,Yes
2301,No,,Yes,1280.0,Yes
2302,No,,No,1000.0,Yes
2303,No,,Yes,1450.0,Yes
2304,No,,Yes,1000.0,Yes
2305,No,,Yes,1000.0,Yes
2306,No,,Yes,1800.0,Yes
2307,No,,Yes,800.0,Yes
2308,Yes,,Yes,1400.0,Yes
2309,Yes,,Yes,1280.0,Yes
2310,No,,Yes,1300.0,Yes
2311,No,,Yes,1200.0,Yes
2312,No,,Yes,,Yes
2313,No,,Yes,,Yes
2314,No,,Yes,,Yes
2315,No,,Yes,,Yes
2316,No,,Yes,,Yes
2317,No,,Yes,,Yes
2318,No,,Yes,,Yes
2319,No,,Yes,,Yes
2320,Yes,,,1200.0,Yes
2321,Yes,,Yes,1300.0,Yes
2322,No,,Yes,2800.0,No
2323,Yes,,Yes,1300.0,Yes
2324,No,,Yes,1080.0,Yes
2325,No,,Yes,850.0,Yes
2326,No,,Yes,1000.0,Yes
2327,No,,Yes,2400.0,Yes
2328,No,,Yes,1500.0,Yes
2329,No,,Yes,1800.0,Yes
2330,Yes,,Yes,1300.0,Yes
2331,No,,No,1800.0,Yes
2332,No,,No,1200.0,Yes
2333,No,,Yes,950.0,Yes
2334,No,,No,,Yes
2335,No,,No,1100.0,Yes
2336,Yes,,Yes,1000.0,Yes
2337,No,,No,1000.0,Yes
2338,No,,Yes,1000.0,Yes
2339,No,,No,900.0,Yes
2340,No,,Yes,1200.0,Yes
2341,Yes,,Yes,1500.0,Yes
2342,Yes,,Yes,1450.0,Yes
2343,No,,No,850.0,Yes
2344,No,,No,800.0,Yes
2345,No,,No,1000.0,Yes
2346,No,,Yes,1200.0,Yes
2347,No,,Yes,850.0,Yes
2348,No,,No,850.0,Yes
2349,No,,No,1000.0,Yes
2350,No,,Yes,1000.0,Yes
2351,No,,Yes,1000.0,Yes
2352,No,,No,1100.0,Yes
2353,Yes,,Yes,1280.0,Yes
2354,No,,No,1100.0,Yes
2355,No,,Yes,1200.0,Yes
2356,No,,Yes,1500.0,Yes
2357,No,,No,800.0,Yes
2358,No,,No,900.0,Yes
2359,No,,No,1800.0,Yes
2360,No,,Yes,850.0,Yes
2361,No,,No,450.0,Yes
2362,No,,No,1800.0,No
2363,No,,No,940.0,Yes
2364,No,,No,1000.0,Yes
2365,No,,No,1050.0,Yes
2366,No,,No,800.0,Yes
2367,No,,Yes,1200.0,Yes
2368,No,,Yes,950.0,Yes
2369,No,,Yes,800.0,Yes
2370,No,,No,850.0,Yes
2371,Yes,,Yes,1500.0,No
2372,No,,No,,Yes
2373,No,,No,1000.0,No
2374,No,,No,1000.0,Yes
2375,No,,No,1000.0,Yes
2376,No,,No,1000.0,Yes
2377,No,,No,1000.0,Yes
2378,No,,No,850.0,Yes
2379,No,,No,1800.0,Yes
2380,No,,No,1800.0,Yes
2381,No,,No,480.0,Yes
2382,No,,No,1050.0,Yes
2383,No,,No,1000.0,Yes
2384,No,,No,800.0,Yes
2385,No,,No,700.0,Yes
2386,No,,No,1050.0,Yes
2387,No,,No,1300.0,Yes
2388,No,,No,1300.0,Yes
2389,No,,Yes,800.0,Yes
2390,Yes,Yes,Yes,2000.0,Yes
2391,Yes,Yes,Yes,3340.0,Yes
2392,Yes,Yes,Yes,3340.0,Yes
2393,Yes,Yes,Yes,3000.0,Yes
2394,Yes,Yes,Yes,3000.0,Yes
2395,Yes,,Yes,2100.0,Yes
2396,Yes,,Yes,2200.0,Yes
2397,Yes,,Yes,1500.0,Yes
2398,Yes,Yes,Yes,3000.0,Yes
2399,Yes,Yes,Yes,3000.0,Yes
2400,Yes,Yes,Yes,3000.0,Yes
2401,Yes,Yes,Yes,3000.0,Yes
2402,Yes,Yes,Yes,2500.0,Yes
2403,Yes,Yes,Yes,2500.0,Yes
2404,Yes,,Yes,2500.0,Yes
2405,Yes,,Yes,1560.0,Yes
2406,Yes,,Yes,1560.0,Yes
2407,Yes,,Yes,1560.0,Yes
2408,Yes,,Yes,1560.0,Yes
2409,Yes,,Yes,1905.0,Yes
2410,Yes,,Yes,1905.0,Yes
2411,No,,Yes,,No
2412,No,,Yes,8378.0,No
2413,No,,Yes,,Yes
2414,Yes,,Yes,1240.0,Yes
2415,Yes,,Yes,1390.0,Yes
2416,Yes,,Yes,1240.0,Yes
2417,Yes,,No,1050.0,No
2418,Yes,,No,1130.0,No
2419,Yes,Yes,Yes,5000.0,Yes
2420,Yes,,Yes,5000.0,Yes
2421,Yes,Yes,Yes,2800.0,Yes
2422,Yes,,Yes,2800.0,Yes
2423,Yes,Yes,Yes,3000.0,Yes
2424,Yes,,Yes,4000.0,Yes
2425,Yes,,Yes,2350.0,Yes
2426,Yes,Yes,Yes,3000.0,Yes
2427,Yes,,Yes,2800.0,Yes
2428,Yes,,Yes,3050.0,Yes
2429,Yes,,Yes,3500.0,Yes
2430,Yes,Yes,Yes,3510.0,No
2431,Yes,,Yes,2800.0,Yes
2432,Yes,Yes,No,3500.0,No
2433,Yes,Yes,No,2600.0,Yes
2434,Yes,,Yes,3000.0,Yes
2435,Yes,,Yes,3000.0,Yes
2436,Yes,Yes,Yes,2800.0,Yes
2437,Yes,,Yes,2470.0,Yes
2438,Yes,Yes,Yes,3760.0,No
2439,Yes,Yes,Yes,3760.0,No
2440,Yes,Yes,Yes,3630.0,Yes
2441,Yes,Yes,Yes,3000.0,No
2442,Yes,Yes,Yes,3630.0,Yes
2443,Yes,Yes,Yes,3630.0,Yes
2444,Yes,,Yes,2470.0,Yes
2445,Yes,,No,300.0,No
2446,No,,No,300.0,No
2447,No,,No,400.0,No
2448,No,,No,320.0,No
2449,Yes,,Yes,2470.0,Yes
2450,Yes,,Yes,2390.0,Yes
2451,Yes,,Yes,2390.0,Yes
2452,Yes,,Yes,2390.0,Yes
2453,Yes,,Yes,2390.0,Yes
2454,Yes,Yes,Yes,3900.0,No
2455,Yes,Yes,Yes,3900.0,No
2456,Yes,Yes,Yes,3220.0,No
2457,Yes,Yes,Yes,2300.0,No
2458,Yes,,Yes,2070.0,Yes
2459,Yes,,Yes,2070.0,Yes
2460,Yes,,Yes,2070.0,Yes
2461,Yes,,Yes,2000.0,No
2462,Yes,,Yes,1980.0,Yes
2463,Yes,,Yes,1980.0,Yes
2464,Yes,,Yes,2070.0,Yes
2465,Yes,,Yes,2070.0,Yes
2466,Yes,Yes,Yes,2200.0,No
2467,Yes,Yes,Yes,2130.0,No
2468,Yes,Yes,Yes,3500.0,No
2469,Yes,Yes,Yes,2000.0,No
2470,Yes,Yes,Yes,2000.0,Yes
2471,Yes,,Yes,1785.0,Yes
2472,Yes,Yes,Yes,2000.0,No
2473,Yes,Yes,Yes,2000.0,No
2474,Yes,Yes,Yes,3300.0,No
2475,Yes,Yes,Yes,2530.0,No
2476,Yes,Yes,Yes,2500.0,No
2477,Yes,Yes,Yes,2000.0,No
2478,Yes,Yes,Yes,2000.0,No
2479,Yes,,Yes,1650.0,Yes
2480,Yes,,Yes,1780.0,Yes
2481,Yes,Yes,Yes,1785.0,No
2482,Yes,,Yes,1700.0,Yes
2483,Yes,,Yes,1780.0,No
2484,Yes,,Yes,1650.0,No
2485,Yes,,Yes,,Yes
2486,Yes,,Yes,1700.0,Yes
2487,No,,Yes,910.0,Yes
2488,Yes,,Yes,1500.0,Yes
2489,No,,Yes,750.0,Yes
2490,Yes,,Yes,1750.0,Yes
2491,Yes,,Yes,1780.0,Yes
2492,Yes,,Yes,1750.0,Yes
2493,Yes,,Yes,1735.0,No
2494,Yes,,Yes,910.0,Yes
2495,Yes,Yes,Yes,1540.0,No
2496,Yes,,Yes,,No
2497,Yes,,Yes,3300.0,No
2498,Yes,,Yes,1650.0,Yes
2499,No,,Yes,750.0,Yes
2500,Yes,,Yes,1785.0,No
2501,Yes,,Yes,3300.0,No
2502,Yes,,Yes,1390.0,No
2503,Yes,,Yes,,No
2504,Yes,,Yes,1400.0,Yes
2505,Yes,,Yes,1650.0,Yes
2506,Yes,,Yes,1650.0,Yes
2507,Yes,,Yes,1390.0,Yes
2508,No,,Yes,910.0,Yes
2509,Yes,,Yes,1400.0,Yes
2510,Yes,,Yes,1735.0,Yes
2511,Yes,,Yes,1735.0,No
2512,Yes,,Yes,3960.0,No
2513,Yes,,Yes,7000.0,No
2514,Yes,,Yes,1500.0,Yes
2515,Yes,,Yes,1390.0,Yes
2516,No,,Yes,910.0,Yes
2517,No,,Yes,910.0,Yes
2518,Yes,,Yes,3960.0,No
2519,Yes,,Yes,3960.0,No
2520,Yes,,Yes,7000.0,No
2521,Yes,,Yes,7000.0,No
2522,Yes,,Yes,6486.0,No
2523,Yes,,Yes,1780.0,No
2524,Yes,,Yes,1780.0,No
2525,Yes,,Yes,1785.0,Yes
2526,Yes,,Yes,1860.0,No
2527,Yes,,Yes,,Yes
2528,Yes,,Yes,1600.0,Yes
2529,Yes,,Yes,1700.0,Yes
2530,No,,Yes,750.0,Yes
2531,No,,Yes,910.0,Yes
2532,No,,Yes,910.0,Yes
2533,No,,Yes,750.0,Yes
2534,No,,Yes,750.0,Yes
2535,No,,Yes,750.0,Yes
2536,Yes,,Yes,1540.0,Yes
2537,Yes,,Yes,1420.0,Yes
2538,Yes,,Yes,1420.0,Yes
2539,Yes,,Yes,1420.0,Yes
2540,Yes,,Yes,1540.0,Yes
2541,Yes,,Yes,1540.0,No
2542,Yes,,Yes,1400.0,No
2543,Yes,,Yes,1700.0,Yes
2544,No,,Yes,910.0,Yes
2545,No,,Yes,910.0,Yes
2546,Yes,,Yes,1880.0,No
2547,Yes,,Yes,1390.0,No
2548,Yes,,Yes,1500.0,No
2549,Yes,,Yes,1880.0,No
2550,Yes,,Yes,1420.0,Yes
2551,Yes,,Yes,1860.0,
2552,No,,Yes,750.0,Yes
2553,Yes,,Yes,1420.0,No
2554,Yes,,Yes,,No
2555,Yes,,Yes,,No
2556,Yes,,Yes,6757.0,No
2557,Yes,,Yes,1930.0,No
2558,Yes,,Yes,1930.0,No
2559,Yes,,Yes,1420.0,Yes
2560,Yes,,Yes,1735.0,No
2561,Yes,,Yes,1540.0,Yes
2562,Yes,,Yes,1930.0,No
2563,Yes,,Yes,1500.0,Yes
2564,Yes,,Yes,1390.0,No
2565,Yes,,Yes,1420.0,No
2566,No,,Yes,910.0,Yes
2567,No,,Yes,910.0,Yes
2568,No,,Yes,910.0,Yes
2569,Yes,,Yes,1420.0,No
2570,Yes,,Yes,1170.0,Yes
2571,Yes,,Yes,1170.0,Yes
2572,Yes,,Yes,1170.0,Yes
2573,Yes,,Yes,1380.0,Yes
2574,Yes,,Yes,1540.0,Yes
2575,Yes,,Yes,1150.0,No
2576,Yes,,Yes,1150.0,Yes
2577,No,,Yes,1130.0,Yes
2578,Yes,,Yes,910.0,Yes
2579,No,,Yes,930.0,Yes
2580,No,,Yes,930.0,Yes
2581,No,,No,950.0,No
2582,Yes,,Yes,1540.0,Yes
2583,Yes,,Yes,1400.0,No
2584,Yes,,Yes,1400.0,No
2585,Yes,,Yes,950.0,No
2586,Yes,,No,,No
2587,Yes,,Yes,1130.0,Yes
2588,Yes,,No,1540.0,No
2589,Yes,,Yes,1540.0,Yes
2590,Yes,,Yes,1540.0,Yes
2591,Yes,,Yes,1390.0,Yes
2592,Yes,,Yes,1390.0,Yes
2593,Yes,,Yes,1270.0,No
2594,Yes,,Yes,1270.0,No
2595,Yes,,Yes,1130.0,Yes
2596,No,,No,750.0,Yes
2597,No,,No,750.0,Yes
2598,No,,No,750.0,Yes
2599,No,,No,750.0,Yes
2600,No,,No,750.0,Yes
2601,No,,No,750.0,Yes
2602,Yes,,Yes,1420.0,Yes
2603,Yes,,Yes,1400.0,No
2604,Yes,,Yes,1390.0,Yes
2605,Yes,,Yes,1420.0,Yes
2606,Yes,,Yes,1140.0,Yes
2607,Yes,,Yes,1390.0,No
2608,Yes,,Yes,1400.0,No
2609,No,,No,650.0,No
2610,No,,No,650.0,No
2611,No,,No,650.0,Yes
2612,No,,No,650.0,Yes
2613,No,,No,650.0,Yes
2614,No,,No,650.0,Yes
2615,No,,Yes,930.0,Yes
2616,Yes,,Yes,1420.0,No
2617,Yes,,Yes,950.0,Yes
2618,Yes,,Yes,1170.0,No
2619,No,,No,1130.0,No
2620,No,,No,910.0,Yes
2621,No,,No,880.0,No
2622,Yes,,No,2400.0,No
2623,No,,Yes,940.0,Yes
2624,No,,No,910.0,No
2625,Yes,,Yes,1170.0,No
2626,Yes,,Yes,1130.0,No
2627,Yes,,No,1130.0,No
2628,No,,No,,No
2629,No,,No,700.0,
2630,No,,No,810.0,Yes
2631,No,,Yes,810.0,Yes
2632,No,,No,810.0,No
2633,Yes,,No,1170.0,No
2634,No,,No,,No
2635,Yes,,No,950.0,No
2636,No,,No,,Yes
2637,No,,No,940.0,Yes
2638,No,,Yes,,Yes
2639,No,,Yes,970.0,Yes
2640,No,,Yes,940.0,Yes
2641,No,,Yes,780.0,Yes
2642,No,,Yes,950.0,
2643,No,,No,850.0,No
2644,No,,No,850.0,No
2645,No,,Yes,950.0,Yes
2646,No,,Yes,1130.0,Yes
2647,Yes,,No,930.0,Yes
2648,Yes,,No,1000.0,Yes
2649,Yes,,No,1000.0,Yes
2650,No,,Yes,910.0,Yes
2651,No,,No,940.0,Yes
2652,Yes,,No,920.0,No
2653,No,,No,950.0,No
2654,No,,No,930.0,No
2655,No,,No,850.0,Yes
2656,No,,No,,Yes
2657,No,,No,,Yes
2658,No,,No,940.0,Yes
2659,No,,No,940.0,Yes
2660,No,,No,1130.0,No
2661,No,,Yes,970.0,Yes
2662,No,,No,,Yes
2663,No,,No,,Yes
2664,No,,No,,Yes
2665,No,,No,,Yes
2666,No,,No,,No
2667,No,,No,1130.0,No
2668,No,,No,900.0,No
2669,No,,No,950.0,No
2670,No,,No,770.0,No
2671,No,,No,880.0,No
2672,No,,No,,No
2673,No,,No,850.0,No
2674,No,,No,850.0,Yes
2675,No,,No,850.0,Yes
2676,No,,No,850.0,Yes
2677,No,,No,1030.0,No
2678,No,,No,910.0,No
2679,No,,No,880.0,Yes
2680,Yes,,No,1170.0,No
2681,No,,No,1170.0,No
2682,No,,No,880.0,No
2683,No,,No,850.0,Yes
2684,No,,No,850.0,No
2685,No,,No,720.0,No
2686,No,,Yes,1000.0,Yes
2687,No,,No,880.0,No
2688,No,,No,940.0,No
2689,No,,No,940.0,No
2690,No,,No,720.0,No
2691,No,,No,700.0,No
2692,No,,No,,Yes
2693,No,,No,850.0,Yes
2694,No,,No,850.0,Yes
2695,No,,No,800.0,No
2696,No,,No,880.0,Yes
2697,No,,No,1000.0,No
2698,No,,No,,No
2699,No,,Yes,850.0,Yes
2700,No,,No,710.0,No
2701,No,,No,830.0,No
2702,No,,No,850.0,Yes
2703,No,,No,840.0,No
2704,No,,No,1020.0,No
2705,No,,No,820.0,No
2706,No,,No,820.0,No
2707,No,,No,820.0,No
2708,No,,No,920.0,No
2709,No,,No,920.0,No
2710,No,,No,920.0,No
2711,No,,No,810.0,No
2712,No,,No,820.0,No
2713,No,,No,680.0,No
2714,Yes,Yes,Yes,1900.0,Yes
2715,No,,No,,No
2716,Yes,,Yes,1200.0,Yes
2717,Yes,,Yes,1650.0,Yes
2718,No,,No,1000.0,Yes
2719,No,,Yes,750.0,Yes
2720,No,,Yes,850.0,Yes
2721,Yes,,Yes,1000.0,Yes
2722,Yes,,Yes,1000.0,Yes
2723,Yes,Yes,Yes,2630.0,Yes
2724,Yes,Yes,Yes,3000.0,Yes
2725,Yes,Yes,Yes,3000.0,Yes
2726,No,,Yes,1200.0,Yes
2727,No,,Yes,1020.0,Yes
2728,No,,Yes,1020.0,Yes
2729,No,,Yes,1200.0,Yes
2730,No,,Yes,1200.0,Yes
2731,No,,Yes,1100.0,Yes
2732,No,,Yes,1100.0,Yes
2733,No,,Yes,800.0,Yes
2734,No,,Yes,800.0,Yes
2735,No,,Yes,1100.0,Yes
2736,No,,Yes,1100.0,Yes
2737,Yes,,Yes,1830.0,Yes
2738,No,,Yes,5300.0,No
2739,Yes,Yes,Yes,2200.0,Yes
2740,Yes,Yes,Yes,2200.0,Yes
2741,Yes,Yes,Yes,2200.0,Yes
2742,No,,Yes,1020.0,Yes
2743,No,,Yes,1020.0,Yes
2744,Yes,,Yes,1430.0,Yes
2745,Yes,,Yes,1430.0,Yes
2746,Yes,,Yes,1800.0,Yes
2747,No,,Yes,1200.0,Yes
2748,No,,Yes,1200.0,Yes
2749,Yes,Yes,Yes,2420.0,Yes
2750,Yes,,Yes,1830.0,Yes
2751,Yes,,Yes,1830.0,Yes
2752,Yes,,Yes,1830.0,Yes
2753,Yes,,Yes,2000.0,Yes
2754,Yes,,Yes,1500.0,Yes
2755,Yes,,Yes,1500.0,Yes
2756,Yes,,Yes,1020.0,Yes
2757,No,,Yes,1100.0,Yes
2758,Yes,Yes,Yes,2420.0,Yes
2759,Yes,,Yes,1430.0,Yes
2760,Yes,Yes,Yes,3400.0,Yes
2761,Yes,,Yes,3400.0,Yes
2762,Yes,Yes,Yes,8120.0,No
2763,No,,Yes,1200.0,Yes
2764,No,,Yes,1200.0,Yes
2765,No,,Yes,1010.0,Yes
2766,No,,Yes,1200.0,Yes
2767,No,,Yes,1200.0,Yes
2768,No,,Yes,950.0,Yes
2769,No,,Yes,1200.0,Yes
2770,No,,Yes,1020.0,Yes
2771,No,,Yes,800.0,Yes
2772,Yes,,Yes,2000.0,Yes
2773,Yes,Yes,Yes,2000.0,Yes
2774,No,,Yes,1020.0,Yes
2775,No,,Yes,1020.0,Yes
2776,Yes,Yes,Yes,2000.0,Yes
2777,Yes,Yes,Yes,2000.0,No
2778,No,,Yes,1200.0,Yes
2779,No,,Yes,1200.0,Yes
2780,Yes,Yes,Yes,2000.0,Yes
2781,Yes,,Yes,1430.0,Yes
2782,No,,Yes,1110.0,Yes
2783,No,,Yes,800.0,Yes
2784,No,,Yes,1110.0,Yes
2785,Yes,,Yes,1300.0,Yes
2786,Yes,Yes,Yes,1300.0,No
2787,No,,Yes,1020.0,Yes
2788,No,,Yes,1110.0,Yes
2789,No,,Yes,1020.0,Yes
2790,No,,Yes,800.0,Yes
2791,Yes,Yes,Yes,1800.0,Yes
2792,Yes,,Yes,1300.0,Yes
2793,Yes,Yes,Yes,1800.0,Yes
2794,No,,Yes,1110.0,Yes
2795,No,,Yes,1110.0,Yes
2796,Yes,Yes,Yes,2000.0,Yes
2797,Yes,Yes,Yes,1650.0,Yes
2798,No,,Yes,1110.0,Yes
2799,No,,Yes,1110.0,Yes
2800,No,,Yes,1110.0,Yes
2801,No,,Yes,800.0,Yes
2802,No,,Yes,1400.0,Yes
2803,No,,Yes,800.0,Yes
2804,No,,Yes,1020.0,Yes
2805,Yes,Yes,Yes,1300.0,Yes
2806,No,,Yes,800.0,Yes
2807,Yes,Yes,Yes,1400.0,Yes
2808,Yes,,Yes,1450.0,Yes
2809,Yes,,Yes,1300.0,Yes
2810,No,,Yes,1320.0,Yes
2811,No,,Yes,1020.0,Yes
2812,No,,Yes,1020.0,Yes
2813,Yes,,Yes,1830.0,Yes
2814,Yes,,Yes,1830.0,Yes
2815,Yes,Yes,Yes,1300.0,Yes
2816,No,,Yes,1020.0,Yes
2817,Yes,,Yes,1450.0,Yes
2818,Yes,,Yes,1300.0,Yes
2819,Yes,,Yes,1300.0,Yes
2820,No,,Yes,1300.0,Yes
2821,No,,Yes,1110.0,Yes
2822,No,,Yes,1430.0,Yes
2823,No,,Yes,1430.0,Yes
2824,Yes,Yes,Yes,811.0,Yes
2825,No,,Yes,860.0,Yes
2826,No,,Yes,800.0,Yes
2827,Yes,,Yes,1000.0,Yes
2828,Yes,,Yes,1000.0,Yes
2829,Yes,,Yes,1000.0,Yes
2830,No,,Yes,1020.0,Yes
2831,No,,Yes,850.0,Yes
2832,Yes,Yes,Yes,1300.0,Yes
2833,Yes,Yes,Yes,1080.0,Yes
2834,Yes,Yes,Yes,1200.0,Yes
2835,No,,Yes,1050.0,Yes
2836,Yes,,Yes,1110.0,Yes
2837,Yes,Yes,Yes,1450.0,Yes
2838,Yes,,Yes,1050.0,Yes
2839,No,,Yes,1020.0,Yes
2840,No,,Yes,1020.0,Yes
2841,No,,Yes,1020.0,Yes
2842,Yes,,Yes,1200.0,Yes
2843,Yes,,Yes,1200.0,Yes
2844,Yes,Yes,Yes,1200.0,Yes
2845,No,,Yes,1320.0,Yes
2846,Yes,,Yes,1200.0,Yes
2847,Yes,,Yes,1500.0,Yes
2848,Yes,Yes,Yes,1200.0,Yes
2849,No,,Yes,1320.0,Yes
2850,No,,Yes,1020.0,Yes
2851,No,,Yes,1020.0,Yes
2852,Yes,,Yes,1000.0,Yes
2853,Yes,,Yes,1200.0,Yes
2854,Yes,,Yes,1050.0,Yes
2855,Yes,Yes,Yes,1200.0,Yes
2856,No,,Yes,1050.0,Yes
2857,No,,Yes,1000.0,Yes
2858,No,,Yes,860.0,Yes
2859,Yes,,Yes,1320.0,Yes
2860,No,,Yes,950.0,Yes
2861,No,,Yes,1320.0,Yes
2862,Yes,,Yes,1500.0,Yes
2863,No,,Yes,1020.0,Yes
2864,No,,Yes,1020.0,Yes
2865,No,,Yes,800.0,Yes
2866,No,,Yes,1020.0,Yes
2867,Yes,,Yes,1200.0,Yes
2868,No,,Yes,860.0,Yes
2869,Yes,,Yes,1200.0,Yes
2870,Yes,,Yes,1200.0,Yes
2871,No,,Yes,1320.0,Yes
2872,Yes,,Yes,1050.0,Yes
2873,No,,Yes,1050.0,Yes
2874,No,,Yes,1200.0,Yes
2875,Yes,,Yes,1320.0,Yes
2876,Yes,,Yes,1020.0,Yes
2877,Yes,,Yes,1320.0,Yes
2878,No,,No,860.0,Yes
2879,No,,Yes,860.0,Yes
2880,No,,Yes,1000.0,Yes
2881,No,,Yes,860.0,Yes
2882,No,,Yes,860.0,Yes
2883,No,,No,800.0,Yes
2884,No,,Yes,800.0,Yes
2885,No,,Yes,800.0,Yes
2886,Yes,,Yes,1320.0,Yes
2887,Yes,,Yes,1200.0,Yes
2888,Yes,,Yes,1200.0,Yes
2889,No,,Yes,860.0,Yes
2890,Yes,,Yes,1320.0,Yes
2891,Yes,,Yes,1320.0,Yes
2892,Yes,,Yes,1320.0,Yes
2893,Yes,,No,1050.0,No
2894,No,,No,1050.0,No
2895,Yes,,No,1500.0,Yes
2896,Yes,,No,1500.0,Yes
2897,No,,No,1050.0,Yes
2898,No,,Yes,1000.0,Yes
2899,Yes,,Yes,1500.0,Yes
2900,Yes,,No,860.0,Yes
2901,Yes,,No,1050.0,Yes
2902,No,,No,1000.0,Yes
2903,No,,No,860.0,Yes
2904,No,,No,860.0,Yes
2905,No,,Yes,1020.0,Yes
2906,Yes,,Yes,1500.0,Yes
2907,No,Yes,No,1000.0,Yes
2908,Yes,,Yes,1000.0,Yes
2909,Yes,,Yes,1000.0,Yes
2910,No,,No,1020.0,Yes
2911,Yes,,Yes,1200.0,Yes
2912,Yes,,Yes,1000.0,Yes
2913,Yes,,Yes,1500.0,Yes
2914,Yes,,Yes,1050.0,Yes
2915,Yes,,Yes,950.0,Yes
2916,No,,Yes,860.0,Yes
2917,Yes,,No,970.0,Yes
2918,No,,Yes,1050.0,Yes
2919,No,,Yes,1020.0,Yes
2920,No,,Yes,860.0,Yes
2921,No,,No,1000.0,No
2922,Yes,,Yes,1500.0,Yes
