brand,network_technology,GPRS,EDGE,dimentions,weight_g,SIM,display_resolution,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,GPS,NFC,radio,battery,approx_price_EUR
Acer,GSM / HSPA,Yes,Yes,129 x 65.9 x 9.9 mm (5.08 x 2.59 x 0.39 in),145,Dual SIM (Mini-SIM),4.3 inches (~60.0% screen-to-body ratio),Android 4.0.3 (Ice Cream Sandwich),1.0 GHz Cortex-A9,Mediatek MT6575,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,5 MP| autofocus| LED flash,No,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 1500 mAh battery,140
Acer,GSM / HSPA,Yes,Yes,117 x 58.5 x 11.5 mm (4.61 x 2.30 x 0.45 in),125,Mini-SIM,3.7 inches (~56.9% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),1.0 GHz Cortex-A5,Qualcomm MSM7227A Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),1 GB,512 MB RAM,5 MP| autofocus| LED flash,No,Yes,Yes,Yes with A-GPS,Yes,FM radio,Removable Li-Ion 1300 mAh battery,120
Acer,GSM / HSPA,Yes,Yes,127 x 65.8 x 9.9 mm (5.0 x 2.59 x 0.39 in),,Micro-SIM,4.3 inches (~61.0% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),Dual-core 1.5 GHz Krait,Qualcomm MSM8260A Snapdragon S4 Plus,Adreno 225,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash| ,HD,Yes,Yes,Yes with A-GPS,Yes,FM radio,Removable Li-Ion 1460 mAh battery,220
Acer,No cellular connectivity,No,No,259.1 x 175.3 x 12.2 mm (10.20 x 6.90 x 0.48 in),685,No,10.1 inches (~65.1% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich)| upgradable to 4.1 (Jelly Bean),Quad-core 1.2 GHz,Nvidia Tegra 3,ULP GeForce,microSD  up to 32 GB (dedicated slot),8/16 GB,1 GB RAM,2 MP,No,Yes with stereo speakers,Yes,Yes with GLONASS,,No,Non-removable Li-Po 3260 mAh battery,260
Acer,No cellular connectivity,No,No,260 x 175 x 12.4 mm (10.24 x 6.89 x 0.49 in),700,No,10.1 inches (~65.0% screen-to-body ratio),Android 3.2 (Honeycomb)| upgradable to 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,Nvidia Tegra 2 T20,ULP GeForce,microSD  up to 32 GB (dedicated slot),8/16 GB,1 GB RAM,2 MP,No,Yes,Yes,Yes,,No,Non-removable Li-Po 3260 mAh battery,200
Acer,GSM / HSPA,Class 10,Class 10,259.8 x 175 x 10.9 mm (10.23 x 6.89 x 0.43 in),667,Mini-SIM,10.1 inches (~65.1% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),Quad-core 1.3 GHz Cortex-A9,Nvidia Tegra 3,ULP GeForce,microSD  up to 32 GB (dedicated slot),16/32/64 GB,1 GB RAM,5 MP| autofocus| LED flash,Yes,Yes with stereo speakers,Yes,Yes with A-GPS,,No,Non-removable Li-Po 9800 mAh battery (36 Wh),380
Acer,No cellular connectivity,No,No,259 x 175 x 11 mm (10.20 x 6.89 x 0.43 in),665,No,10.1 inches (~65.3% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),Quad-core 1.3 GHz,Nvidia Tegra 3,ULP GeForce,microSD  up to 32 GB (dedicated slot),16/32/64 GB,1 GB RAM,5 MP| autofocus| LED flash,Yes,Yes with stereo speakers,Yes,Yes with A-GPS,,No,Non-removable Li-Ion 9800 mAh battery,230
Acer,GSM / HSPA,Yes,Yes,260 x 175 x 11 mm (10.24 x 6.89 x 0.43 in),777,Mini-SIM,10.1 inches (~65.0% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),Quad-core 1.3 GHz Cortex-A9,Nvidia Tegra 3,ULP GeForce,microSD  up to 32 GB (dedicated slot),16/32 GB,1 GB RAM,5 MP| autofocus,1 MP,Yes with stereo speakers,Yes,Yes with A-GPS,,No,Non-removable Li-Po 9800 mAh battery (36 Wh),250
Acer,No cellular connectivity,No,No,259.1 x 175.3 x 10.2 mm (10.20 x 6.90 x 0.40 in),680,No,10.1 inches (~65.1% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),Quad-core 1.3 GHz Cortex-A9,Nvidia Tegra 3,ULP GeForce,microSD  up to 32 GB (dedicated slot),16/32 GB,1 GB RAM,5 MP| autofocus,1 MP,Yes with stereo speakers,Yes,Yes,,No,Non-removable Li-Po 9800 mAh battery (36 Wh),230
Acer,GSM / HSPA,Yes,Yes,116 x 59 x 13 mm (4.57 x 2.32 x 0.51 in),126,Mini-SIM,3.6 inches (~53.9% screen-to-body ratio),Microsoft Windows Phone 7.5 Mango,1.0 GHz Scorpion,Qualcomm MSM8255 Snapdragon S2,Adreno 205,No,8 GB,,5 MP| autofocus,No,Yes,Yes,Yes with A-GPS,,No,Removable Li-Ion 1300 mAh battery,140
Acer,GSM / HSPA,Yes,Yes,115 x 60.8 x 13.4 mm (4.53 x 2.39 x 0.53 in),138,Mini-SIM,3.5 inches (~48.3% screen-to-body ratio),Android 2.3 (Gingerbread),800MHz ARM 11,Qualcomm MSM7227T-1 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot)  2 GB included,512 MB,512 MB RAM,5 MP| autofocus| LED flash,No,Yes,Yes,Yes with A-GPS,Region specific,Stereo FM radio| RDS,Removable Li-Ion battery,90
Acer,GSM / HSPA,Yes,Yes,260 x 177 x 13.3 mm (10.24 x 6.97 x 0.52 in),777,Mini-SIM,10.1 inches (~64.3% screen-to-body ratio),Android 3.0 (Honeycomb)| upgradable to 3.2 (Honeycomb),Dual-core 1.0 GHz Cortex-A9,Nvidia Tegra 2 T20,ULP GeForce,microSD  up to 32 GB (dedicated slot),16/32/64 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes with stereo speakers,Yes,Yes with A-GPS,,No,Non-removable Li-Po 3260 mAh battery (24.1 Wh),490
Acer,GSM / HSPA,Yes,Yes,141.7 x 64.5 x 13.6 mm (5.58 x 2.54 x 0.54 in),185,Mini-SIM,4.8 inches (~62.5% screen-to-body ratio),Android 2.3 (Gingerbread),1.0 GHz Scorpion,Qualcomm MSM8255-1 Snapdragon S2,Adreno 205,microSD  up to 32 GB (dedicated slot),8 GB,512 MB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes with A-GPS,,Stereo FM radio| RDS,Removable Li-Po 1500 mAh battery,220
Acer,No cellular connectivity,No,No,260 x 177 x 13.3 mm (10.24 x 6.97 x 0.52 in),730,No,10.1 inches (~64.3% screen-to-body ratio),Android 3.0| 3.2| planned upgrade to 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,Nvidia Tegra 2 T20,ULP GeForce,microSD  up to 32 GB (dedicated slot),16/32 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes with stereo speakers,Yes,Yes,,No,Non-removable Li-Po 3260 mAh battery,200
Acer,GSM / HSPA,Yes,Yes,195 x 117 x 13.1 mm (7.68 x 4.61 x 0.52 in),470,Mini-SIM,7.0 inches (~60.4% screen-to-body ratio),Android 3.2 (Honeycomb),Dual-core 1.0 GHz Cortex-A9,Nvidia Tegra 2 T20,ULP GeForce,microSD  up to 32 GB (dedicated slot),8/16 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes with stereo speakers,Yes,Yes with A-GPS,,No,Non-removable Li-Po 1530 mAh battery,260
Acer,No cellular connectivity,No,No,195 x 117 x 13.1 mm (7.68 x 4.61 x 0.52 in),450,No,7.0 inches (~60.4% screen-to-body ratio),Android 3.0| 3.2| planned upgrade to 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,Nvidia Tegra 2 T20,ULP GeForce,microSD  up to 32 GB (dedicated slot),8/16 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes with stereo speakers,Yes,Yes,,No,Non-removable Li-Po 1530 mAh battery,100
Acer,GSM / HSPA,Yes,Yes,110.4 x 57.5 x 13 mm (4.35 x 2.26 x 0.51 in),108,Mini-SIM,3.2 inches (~48.0% screen-to-body ratio),Android 2.2 (Froyo)| upgradable to 2.3 (Gingerbread),600 MHz ARM 11,Qualcomm MSM7227-1 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot)  2 GB included,512 MB,512 MB RAM,5 MP,No,Yes,Yes,Yes with A-GPS,,Stereo FM radio| RDS,Removable Li-Ion 1300 mAh battery,120
Acer,GSM / HSPA,Yes,Yes,116 x 63 x 12 mm (4.57 x 2.48 x 0.47 in),109,Mini-SIM,2.6 inches (~28.6% screen-to-body ratio),Android 2.2 (Froyo),600 MHz ARM 11,Qualcomm MSM7227 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,3.15 MP,No,Yes,Yes,Yes with A-GPS,,Stereo FM radio,Removable Li-Ion 1300 mAh battery,150
Acer,GSM / HSPA,Yes,Yes,104.5 x 55.8 x 12.8 mm (4.11 x 2.20 x 0.50 in),95,Mini-SIM,2.8 inches (~41.6% screen-to-body ratio),Android 2.2 (Froyo),600 MHz ARM 11,Qualcomm MSM7227 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,3.15 MP,No,Yes,Yes,Yes with A-GPS,,Stereo FM radio| RDS,Removable Li-Ion 1300 mAh battery,110
Acer,GSM,Class 10,Class 10,118.5 x 58 x 13.5 mm (4.67 x 2.28 x 0.53 in),130,Mini-SIM,3.2 inches (~44.4% screen-to-body ratio),Android-based OPhone 1.5,,,,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,3.15 MP,No,Yes,No,Yes with A-GPS,,No,Removable Li-Ion 1500 mAh battery,70
Acer,GSM / HSPA,Yes,Yes,115 x 63 x 13.5 mm (4.53 x 2.48 x 0.53 in),135,Mini-SIM,3.6 inches (~50.9% screen-to-body ratio),Android 2.2 (Froyo),800 MHz Scorpion,Qualcomm MSM7230,Adreno 205,microSD  up to 32 GB (dedicated slot),512 MB,512 MB RAM,5 MP| autofocus| LED flash,No,Yes,Yes,Yes with A-GPS,,No,Removable Li-Ion 1500 mAh battery,70
Acer,GSM / HSPA,Class 10,Class 10,115 x 62.5 x 11.5 mm (4.53 x 2.46 x 0.45 in),109,Mini-SIM,2.6 inches (~29.1% screen-to-body ratio),Android 1.6 (Donut),416 MHz,ST Ericsson PNX6715,,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,3.15 MP,No,Yes,Yes,Yes with A-GPS,,Stereo FM radio| RDS,Removable Li-Ion 1500 mAh battery,90
Acer,GSM / HSPA,Class 10,Class 10,104.5 x 54 x 13.2 mm (4.11 x 2.13 x 0.52 in),105,Mini-SIM,2.8 inches (~43.0% screen-to-body ratio),Android 1.6 (Donut),ST Ericsson PNX6715| 416 MHz,,,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,3.15 MP,No,Yes,Yes,Yes with A-GPS,,Stereo FM radio| RDS,Removable Li-Ion 1500 mAh battery,70
Acer,GSM / HSPA,Class 10,Class 10,119.5 x 63 x 11.2 mm (4.70 x 2.48 x 0.44 in),140,Mini-SIM,3.7 inches (~51.8% screen-to-body ratio),Android 2.1 (Eclair),1.0 GHz Scorpion,Qualcomm QSD8250 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot)  8 GB included,2 GB,512 MB RAM,5 MP| autofocus| ,No,Yes,Yes,Yes with A-GPS,,Stereo FM radio| RDS,Removable Li-Ion 1400 mAh battery,130
Acer,GSM / HSPA,Class 10,Class 10,115 x 62.5 x 12.5 mm (4.53 x 2.46 x 0.49 in),135,Mini-SIM,3.5 inches (~48.5% screen-to-body ratio),Android 2.1 (Eclair)| upgradeable to Android 2.2 (Froyo),768 MHz Scorpion,Qualcomm QSD8250 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),512 MB,512 MB RAM,5 MP| autofocus,No,Yes,Yes,Yes with A-GPS,,No,Removable Li-Ion 1350 mAh battery,90
Acer,GSM / HSPA,Class 10,Class 10,115 x 59.3 x 12 mm (4.53 x 2.33 x 0.47 in),125,Mini-SIM,3.2 inches (~44.7% screen-to-body ratio),Microsoft Windows Mobile 6.5.3 Professional,600 MHz ARM 11,Qualcomm MSM7227 Snapdragon S1,Adreno 200,microSD (dedicated slot),512 MB ROM,256 MB RAM,3.15 MP| autofocus,No,Yes,Yes,Yes with A-GPS,,Stereo FM radio,Removable Li-Po 1090 mAh battery,100
Acer,GSM / HSPA,Class 10,Class 10,115 x 59.3 x 12 mm (4.53 x 2.33 x 0.47 in),125,Mini-SIM,3.2 inches (~44.7% screen-to-body ratio),Android 2.1 (Eclair),600 MHz ARM 11,Qualcomm MSM7227 Snapdragon S1,Adreno 200,microSD (dedicated slot),512 MB,256 MB RAM,3.15 MP| autofocus,No,Yes,Yes,Yes with A-GPS,,Stereo FM radio,Removable Li-Po 1090 mAh battery,80
Acer,GSM / HSPA,Class 10,Class 10,110 x 55 x 15.1 mm (4.33 x 2.17 x 0.59 in),130.6,Mini-SIM,3.2 inches (~48.2% screen-to-body ratio),Microsoft Windows Mobile 6.5.3,528 MHz ARM 11,Qualcomm MSM7225 Snapdragon S1,,microSD (dedicated slot),512 MB ROM,256 MB RAM,3.15 MP| autofocus,No,Yes,Yes,Yes with A-GPS,,No,Removable Li-Po 970 mAh battery,80
Acer,GSM / HSPA,Class 10,Class 10,103.5 x 54 x 13.4 mm (4.07 x 2.13 x 0.53 in),105,Mini-SIM,2.8 inches (~43.4% screen-to-body ratio),Android 1.5 (Cupcake),ST Ericsson PNX6715 416MHz,,,microSD (dedicated slot),256 MB,256 MB RAM,3.15 MP,No,Yes,Yes,Yes with A-GPS,,Stereo FM radio,Removable Li-Ion 1500 mAh battery,70
Acer,GSM / HSPA,Class 10,Class 10,115 x 62.5 x 12.5 mm (4.53 x 2.46 x 0.49 in),135,Mini-SIM,3.5 inches (~48.5% screen-to-body ratio),Android 1.6 (Donut),768 MHz Scorpion,Qualcomm QSD8250 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,5 MP| autofocus| ,No,Yes,Yes,Yes with A-GPS,,No,Removable Li-Ion 1350 mAh battery,90
Acer,GSM / HSPA,Class 10,Class 10,118.6 x 63 x 12 mm (4.67 x 2.48 x 0.47 in),130,Mini-SIM,3.8 inches (~55.0% screen-to-body ratio),Microsoft Windows Mobile 6.5 Professional,1.0 GHz Scorpion,Qualcomm QSD8250 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),512 MB ROM,256 MB RAM,5 MP| autofocus| LED flash| ,,Yes,Yes,Yes with A-GPS,,Stereo FM radio| RDS,Removable Li-Po 1350 mAh battery,210
Acer,GSM / HSPA,Class 10,Class 10,110 x 53.5 x 15.4 mm (4.33 x 2.11 x 0.61 in),146,Mini-SIM,3.0 inches (~43.5% screen-to-body ratio),Microsoft Windows Mobile 6.5 Professional,528 MHz ARM 11,Qualcomm MSM7225 Snapdragon S1,,microSD (dedicated slot),512 MB ROM,256 MB RAM,3.15 MP,,Yes,No,Yes with A-GPS,,No,Removable Li-Ion 1140 mAh battery,190
Acer,GSM / HSPA,Class 10,Class 10,113 x 56 x 12.8 mm (4.45 x 2.20 x 0.50 in),118,Mini-SIM,3.2 inches (~46.1% screen-to-body ratio),Microsoft Windows Mobile 6.5 Professional,528 MHz ARM 11,Qualcomm MSM7225 Snapdragon S1,,microSD (dedicated slot),512 MB ROM,256 MB RAM,2 MP,,Yes,No,Yes with A-GPS,,No,Removable Li-Ion 1140 mAh battery,180
Acer,GSM,Class 10,Class 10,113 x 56 x 12.8 mm (4.45 x 2.20 x 0.50 in),118,Mini-SIM,3.2 inches (~46.1% screen-to-body ratio),Microsoft Windows Mobile 6.5 Professional,528 MHz ARM 11,Qualcomm MSM7225 Snapdragon S1,,microSD (dedicated slot),512 MB ROM,256 MB RAM,2 MP,,Yes,No,Yes with A-GPS,,No,Removable Li-Ion 1140 mAh battery,170
Acer,GSM,Class 10,Class 10,109.6 x 59 x 15.6 mm (4.31 x 2.32 x 0.61 in),133,Mini-SIM,2.8 inches (~37.5% screen-to-body ratio),Microsoft Windows Mobile 6.1 Professional,Samsung S3C 6410 533 MHz,,,microSD (dedicated slot),,,2 MP,No,Yes,No,Yes SiRF Star III chipset,,FM radio,Removable Li-Ion 1260 mAh battery,150
Acer,GSM / HSPA,Class 10,Class 10,119 x 62 x 17.1 mm (4.69 x 2.44 x 0.67 in),188,Mini-SIM,3.8 inches (~55.7% screen-to-body ratio),Microsoft Windows Mobile 6.1 Professional,533 MHz Samsung S3C 6410,,,microSD (dedicated slot),,,5 MP| autofocus| LED flash,VGA videocall camera,Yes,No,Yes SiRF Star III chipset,,FM radio,Removable Li-Ion 1530 mAh battery,250
Acer,GSM / HSPA,Class 10,Class 10,117.5 x 63.5 x 15.8 mm (4.63 x 2.5 x 0.62 in),150,Mini-SIM,3.8 inches (~55.1% screen-to-body ratio),Microsoft Windows Mobile 6.1 Professional,533 MHz Samsung S3C 6410,,,microSD (dedicated slot),256 MB ROM,128 MB RAM,3.15 MP| autofocus| LED flash,No,Yes,No,Yes SiRF Star III chipset,,Stereo FM radio| RDS,Removable Li-Ion 1530 mAh battery,210
Acer,GSM / UMTS,Class 10,Class 10,106.4 x 59 x 13.7 mm (4.19 x 2.32 x 0.54 in),131.5,Mini-SIM,2.8 inches (~38.7% screen-to-body ratio),Microsoft Windows Mobile 6.1 Professional,533 MHz Samsung S3C 6410,,,microSD  up to 8 GB (dedicated slot),256 MB ROM,128 MB RAM,3.15 MP| autofocus| LED flash,VGA,Yes,No,Yes SiRF Star III chipset,,No,Removable Li-Po 1530 mAh battery,270
Acer,GSM / HSPA,Class 10,Class 10,106 x 60.5 x 17 mm (4.17 x 2.38 x 0.67 in),147,Dual SIM (Mini-SIM),2.8 inches (~37.9% screen-to-body ratio),Microsoft Windows Mobile 6.1 Professional,533 MHz Samsung S3C 6410,,,microSD (dedicated slot),256 MB ROM,128 MB RAM,3.15 MP| autofocus| LED flash,VGA videocall camera,Yes,No,Yes SiRF Star III chipset,,No,Removable Li-Po 1530 mAh battery,90
alcatel,GSM / HSPA / LTE,Yes,Yes,146 x 72.1 x 7.7 mm (5.75 x 2.84 x 0.30 in),,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),5.2 inches (~70.8% screen-to-body ratio),Android 6.0 (Marshmallow),Octa-core 1.3 GHz Cortex-A53,Mediatek MT6753,Mali-T720MP3,microSD  up to 32 GB,16 GB,2 GB RAM or 32 GB| 3 RAM,8 MP| f/2.0| autofocus| dual-LED (dual tone) flash,5 MP| LED flash,Yes,Yes,Yes with A-GPS,,FM radio; built-in antenna,Li-Ion 2800 mAh battery,200
alcatel,GSM / HSPA / LTE,Yes,Yes,165 x 82.5 x 7.9 mm (6.50 x 3.25 x 0.31 in),,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),6.0 inches (~72.9% screen-to-body ratio),Android 7.0 (Nougat),Quad-core 1.1 GHz Cortex-A53,Mediatek MT8735B,Mali-T720MP2,microSD  up to 32 GB,16 GB,2 GB RAM,8 MP| autofocus| LED flash,5 MP| 720p,Yes,Yes,Yes with A-GPS,,FM radio,Non-removable Li-Ion 3000 mAh battery,120
alcatel,GSM / HSPA / LTE,Yes,Yes,141.5 x 71.2 x 7.5 mm (5.57 x 2.80 x 0.30 in),156,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),5.0 inches (~68.4% screen-to-body ratio),Android 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6737,Mali-T720MP2,microSD  up to 256 GB,16 GB,2 GB RAM,13 MP| autofocus| dual-LED (dual tone) flash,5 MP| LED flash,Yes,Yes,Yes with A-GPS,,FM radio,Non-removable Li-Ion 2460 mAh battery,200
alcatel,GSM / HSPA / LTE,Yes,Yes,150.9 x 77 x 8.1 mm (5.94 x 3.03 x 0.32 in),163.9,Nano-SIM,5.5 inches (~71.8% screen-to-body ratio),Android 6.0 (Marshmallow),Quad-core 1.1 GHz Cortex-A7,Qualcomm MSM8909 Snapdragon 210,Adreno 304,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes with A-GPS,,FM radio,Non-removable Li-Ion 2500 mAh battery,80
alcatel,GSM / HSPA / LTE,Yes,Yes,145 x 69.2 x 7 mm (5.71 x 2.72 x 0.28 in),140,Dual SIM (Micro-SIM/Nano-SIM| dual stand-by),5.0 inches (~68.7% screen-to-body ratio),Android 5.1 (Lollipop),Octa-core (4x1.4 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8929 Snapdragon 415,Adreno 405,microSD  up to 256 GB,16 GB,2 GB RAM,13 MP| f/2.2| autofocus| dual-LED (dual tone) flash,"5 MP|  f/2.0| 1/4"" sensor size| 1.4 µm pixel size| LED flash",Yes,Yes,Yes with A-GPS,,FM radio,Non-removable Li-Po 2150 mAh battery,250
alcatel,GSM / HSPA,Yes,Yes,140.7 x 72.7 x 9.5 mm (5.54 x 2.86 x 0.37 in),148,Micro-SIM,5.0 inches (~67.3% screen-to-body ratio),Android 6.0 (Marshmallow),Quad-core 1.3 GHz,,,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP| LED flash,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 2000 mAh battery,60
alcatel,GSM / HSPA / LTE,Yes,Yes,152.6 x 76.4 x 8.2 mm (6.01 x 3.01 x 0.32 in),157,Dual SIM (Micro-SIM| dual stand-by),5.5 inches (~71.5% screen-to-body ratio),Android 6.0 (Marshmallow),Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mediatek MT6755 Helio P10,Mali-T860MP2,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM or 32 GB| 3 GB RAM,13 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,5 MP| LED flash,Yes,Yes,Yes with A-GPS,,Stereo FM radio| RDS,Non-removable Li-Ion 3000 mAh battery,140
alcatel,GSM / HSPA / LTE,Yes,Yes,192 x 110 x 9.4 mm (7.56 x 4.33 x 0.37 in),295.1,Micro-SIM,7.0 inches (~65.3% screen-to-body ratio),Android 6.0.1 (Marshmallow),Quad-core 1.1 GHz,,,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP,2 MP,Yes with stereo speakers (4 speakers),Yes,Yes,,No,Non-removable Li-Ion 3240 mAh battery,130
alcatel,GSM / HSPA / LTE,Yes,Yes,152 x 77 x 7.9 mm (5.98 x 3.03 x 0.31 in),,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),5.5 inches (~71.3% screen-to-body ratio),Android 6.0 (Marshmallow),Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mediatek MT6755M,,microSD  up to 64 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,5 MP| LED flash,Yes,Yes,Yes with A-GPS,Yes (optional),FM radio,Removable Li-Ion 2960 mAh battery,150
alcatel,GSM / HSPA / LTE,Yes,Yes,151 x 77 x 8 mm (5.94 x 3.03 x 0.31 in),,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),5.5 inches (~71.7% screen-to-body ratio),Android 6.0 (Marshmallow),Quad-core 1.1 GHz Cortex-A7,Qualcomm MSM8909 Snapdragon 210,Adreno 304,microSD  up to 32 GB (dedicated slot),16 GB,1.5 GB RAM,8 MP| f/2.0| autofocus| LED flash,5 MP| LED flash,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 2500 mAh battery,110
alcatel,GSM / HSPA / LTE,Yes,Yes,140.7 x 71.4 x 8 mm (5.54 x 2.81 x 0.31 in),,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),5.0 inches (~68.6% screen-to-body ratio),Android 6.0 (Marshmallow),Quad-core 1.1 GHz Cortex-A7,Qualcomm MSM8909 Snapdragon 210,Adreno 304,microSD  up to 256 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP| LED flash,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 2500 mAh battery,80
alcatel,GSM / HSPA / LTE,Yes,Yes,153.9 x 75.4 x 7 mm (6.06 x 2.97 x 0.28 in),152,Nano-SIM,5.5 inches (~71.9% screen-to-body ratio),Microsoft Windows 10,Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Qualcomm MSM8996 Snapdragon 820,Adreno 530,microSD  up to 256 GB (dedicated slot),64 GB,4 GB RAM,21 MP| phase detection autofocus| dual-LED (dual tone) flash,8 MP| 1080p| LED flash,Yes with stereo speakers,Yes,Yes with A-GPS,,No,Non-removable Li-Ion 3000 mAh battery,440
alcatel,GSM / HSPA / LTE,Yes,Yes,153.9 x 75.4 x 7 mm (6.06 x 2.97 x 0.28 in),149,Dual SIM (Nano-SIM| dual stand-by) - 6070K,5.5 inches (~71.9% screen-to-body ratio),Android 6.0.1 (Marshmallow),Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Qualcomm MSM8976 Snapdragon 652,Adreno 510,microSD  up to 256 GB (uses SIM 2 slot),32 GB,3 GB RAM,16 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,8 MP| 1080p| LED flash,Yes with stereo speakers,Yes,Yes with A-GPS,Yes,FM radio| RDS,Non-removable Li-Ion 3000 mAh battery,350
alcatel,GSM / HSPA / LTE,Yes,Yes,147 x 72.5 x 7.1 mm (5.79 x 2.85 x 0.28 in),135,Dual SIM (Nano-SIM| dual stand-by) - 6055K| 6055I,5.2 inches (~69.9% screen-to-body ratio),Android 6.0.1 (Marshmallow),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),Qualcomm MSM8952 Snapdragon 617,Adreno 405,microSD  up to 256 GB (uses SIM 2 slot),16 GB,2 GB RAM - 6055Y| 6055K,13 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,8 MP| 1080p| LED flash,Yes with stereo speakers,Yes,Yes with A-GPS,Yes,FM radio| RDS,Non-removable Li-Ion 2610 mAh battery,250
alcatel,GSM / HSPA,Yes,Yes,189.2 x 107.6 x 9.2 mm (7.45 x 4.24 x 0.36 in),,Micro-SIM,7.0 inches (~67.7% screen-to-body ratio),Android 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A7,Mediatek MT8321,,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,2 MP,VGA,Yes,Yes,Yes with A-GPS,,FM radio,Non-removable Li-Ion 2580 mAh battery,80
alcatel,GSM / HSPA,Yes,Yes,168.5 x 86.4 x 8 mm (6.63 x 3.40 x 0.31 in),179,Dual SIM (Micro-SIM| dual stand-by),6.0 inches (~68.2% screen-to-body ratio),Android 5.1 (Lollipop),Quad-core 1.3 GHz,,,microSD  up to 64 GB (dedicated slot),8 GB,1 GB RAM,13 MP| autofocus| LED flash,8 MP,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 2580 mAh battery,120
